state,lon,lat,communityname,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,PctHousOccup,PctHousOwnOcc,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,ViolentCrimesPerPop
New Jersey,-74.0807,40.8582,Hasbrouck Heights,0.06,0.43,0.02,0.92,0.23,0.08,0.27,0.36,0.23,0.59,0.02,0.54,0.6,0.279,0.75,0.68,0.11,0.6,0.56,0.54,0.43,0.213,0.39,0.266842672,0.88,0.02,0.05,0.21,0.34,0.35,0.25,0.54,0.34,0.31,0.31,0.49,0.23,0.42,0.21,0.53,0.88,0.83,0.93,0.16,0.23,0.36,0.08,0.01,0.32,0.38,0.44,0.41,0.26,0.27,0.29,0.25,0.73,0.1,0.22,0.47,0.6,0.19,0.74,0.05,0.45,0.9,0.65,0.27,0.19,0.03,0.211129469,0.53,0.59,0.36,0.56,0.74,0.34,0.66,0.86,0.84,0.82,0.063,0.64,0.04
New Jersey,-74.1007,40.904,Saddle Brook,0.01,0.47,0.02,0.94,0.16,0.06,0.26,0.41,0.22,0.58,0.02,0.57,0.67,0.27,0.7,0.56,0.22,0.59,0.48,0.45,0.5,0.27,0.286421984,0.34,0.58,0.01,0.09,0.28,0.39,0.3,0.33,0.53,0.37,0.29,0.3,0.41,0.23,0.4,0.23,0.49,0.82,0.91,0.85,0.21,0.38,0.38,0.04,0.01,0.2,0.25,0.27,0.28,0.14,0.16,0.15,0.15,0.72,0.07,0.24,0.51,0.57,0.3,0.76,0.06,0.39,0.92,0.71,0.39,0.31,0.263,0.16,0.5,0.68,0.4,0.54,0.57,0.3,0.66,0.8,0.8,0.81,0.01,0.41,0.04
New Jersey,-73.9726,40.8929,Englewood,0.02,0.5,0.089946809,0.839381443,0.3,0.072406417,0.31,0.4,0.24,0.44,0.04,0.58,0.61,0.23,0.51,0.49,0.26,0.38,0.71,0.356,0.38,0.12,0.37,0.34,0.41,0.02,0.21,0.27,0.33,0.56,0.31,0.6,0.39,0.68,0.39,0.63,0.45,0.52,0.54,0.56,0.5,0.7,0.48,0.57,0.49,0.03,0.139435897,0.04,0.34,0.41,0.47,0.51,0.173505263,0.62,0.65,0.65,0.55,0.108605405,0.45,0.54,0.59,0.46,0.55,0.3,0.51,0.83,0.53,0.43,0.21,0.16,0.29,0.55,0.47,0.55,0.63,0.395,0.74,0.22,0.66,0.65,0.48,0.01,0.42,0.26
New Jersey,-74.2996,40.6584,Cranford,0.02,0.5,0.06,0.93,0.09,0.04,0.28,0.36,0.21,0.51,0.04,0.71,0.69,0.08,0.83,0.56,0.05,0.62,0.6,0.59,0.46,0.13,0.35,0.266842672,0.64,0.02,0.05,0.15,0.2,0.55,0.1,0.64,0.34,0.44,0.19,0.62,0.17,0.38,0.23,0.49,0.87,0.96,0.72,0.43,0.57,0.29,0.08,0.01,0.13,0.14,0.17,0.19,0.07,0.07,0.07,0.07,0.83,0.06,0.18,0.53,0.57,0.26,0.85,0.03,0.23,0.92,0.81,0.53,0.15,0.03,0.42,0.52,0.71,0.49,0.56,0.49,0.22,0.69,0.85,0.8,0.79,0.01,0.39,0.04
New Jersey,-74.2107,40.664,Elizabeth,0.16,0.52,0.089946809,0.839381443,0.17,0.072406417,0.39,0.53,0.34,0.38,0.17,0.26,0.54,0.13,0.31,0.43,0.55,0.37,0.24,0.27,0.22,0.18,0.33,0.35,0.37,0.16,0.103789474,0.7,0.74,0.17,0.67,0.45,0.61,0.23,0.88,0.19,0.52,0.62,0.52,0.65,0.38,0.46,0.35,0.48,0.43,0.16,0.139435897,0.018163265,0.37,0.45,0.5,0.58,0.173505263,0.169,0.169,0.167,0.809,0.127,0.42,0.55,0.74,0.5,0.15,0.089206349,0.77,0.8,0.13,0.43,0.15,0.08578125,0.211129469,0.36,0.41,0.48,0.71,0.63,0.198,0.4,0.6,0.68,0.61,0.03,0.75,0.099497436
New Jersey,-74.5597,39.4928,Galloway,0.02,0.59,0.14,0.83,0.16,0.07,0.58,0.68,0.288938058,0.21,0.02,0.5,0.78,0.19,0.4,0.29,0.13,0.36,0.38,0.36,0.47,0.27,0.39,0.34,0.44,0.01,0.1,0.17,0.3,0.32,0.22,0.68,0.09,0.26,0.26,0.35,0.4,0.57,0.38,0.49,0.71,0.78,0.65,0.56,0.59,0.01,0.2,0.01,0.14,0.23,0.36,0.35,0.04,0.06,0.08,0.07,0.85,0.06,0.2,0.51,0.53,0.44,0.65,0.1,0.52,0.56,0.63,0.48,0.9,0.1,0.24,0.25,0.66,0.37,0.57,0.37,0.12,0.63,0.35,0.43,0.67,0.042641907,0.02,0.1
New Jersey,-73.999,40.8126,Fairview,0.09,0.36,0.03,0.86,0.2,0.072406417,0.27,0.49,0.29,0.59,0.02,0.35,0.52,0.26,0.46,0.59,0.16,0.32,0.34,0.33,0.27,0.07,0.34,0.31,0.43,0.01,0.22,0.61,0.68,0.23,0.49,0.49,0.36,0.24,0.39,0.36,0.26,0.57,0.31,0.49,0.74,0.74,0.77,0.27,0.41,0.18,0.24,0.02,0.48,0.44,0.42,0.46,0.173505263,0.195719388,0.197283505,0.199791878,0.764566327,0.108605405,0.22,0.41,0.56,0.36,0.26,0.26,0.75,0.65,0.23,0.42,0.29,0.15,0.12,0.47,0.58,0.66,0.64,0.395,0.299961538,0.51,0.63,0.57,0.63,0.063,0.219,0.13
New Jersey,-74.1332,40.7884,North Arlington,0.01,0.33,0.168,0.94,0.21,0.11,0.26,0.37,0.22,0.74,0.02,0.46,0.49,0.25,0.68,0.73,0.16,0.85,0.45,0.45,0.64,0.213,0.23,0.37,0.53,0.07,0.08,0.37,0.46,0.25,0.26,0.48,0.4,0.32,0.28,0.4,0.19,0.42,0.26,0.41,0.84,0.88,0.83,0.19,0.36,0.37,0.09,0.01,0.18,0.21,0.27,0.32,0.19,0.19,0.23,0.24,0.68,0.21,0.14,0.36,0.52,0.21,0.54,0.07,0.64,0.51,0.46,0.38,0.15,0.05,0.14,0.46,0.44,0.26,0.35,0.65,0.44,0.73,0.9,0.73,0.85,0.01,0.45,0.06
New Jersey,-74.198904,40.893698,West Paterson,0.01,0.4,0.03,0.93,0.14,0.08,0.27,0.48,0.29,0.45,0.02,0.55,0.71,0.31,0.64,0.51,0.15,0.5,0.55,0.5,0.291,0.213,0.3,0.47,0.55,0.01,0.09,0.43,0.44,0.33,0.22,0.65,0.52,0.31,0.3,0.49,0.36,0.45,0.35,0.43,0.78,0.89,0.67,0.39,0.32,0.29,0.1,0.01,0.21,0.23,0.31,0.34,0.23,0.21,0.26,0.27,0.57,0.25,0.17,0.44,0.54,0.3,0.56,0.08,0.5,0.85,0.51,0.35,0.48,0.01,0.14,0.5,0.63,0.27,0.64,0.61,0.46,0.7,0.72,0.69,0.83,0.01,0.31,0.1
New Jersey,-74.2286,40.7263,Irvington,0.08,0.49,0.168,0.765,0.13,0.19,0.45,0.55,0.35,0.28,0.1,0.31,0.62,0.09,0.24,0.39,0.56,0.28,0.27,0.31,0.33,0.26,0.39,0.29,0.33,0.07,0.32,0.37,0.6,0.17,0.67,0.54,0.4,0.46,0.61,0.23,0.62,0.75,0.62,0.67,0.754306931,0.4,0.698671642,0.71,0.69,0.14,0.235,0.018163265,0.34,0.44,0.53,0.61,0.47,0.53,0.58,0.61,0.59,0.3,0.23765,0.54,0.81,0.45,0.19,0.089206349,0.8,0.64,0.14,0.35,0.25,0.08578125,0.51,0.27,0.46,0.52,0.68,0.395,0.59,0.5,0.59,0.75,0.66,0.01,0.219,0.222
New Jersey,-74.2609903,40.7263,Ridgewood,0.02,0.56,0.04,0.86,0.44,0.05,0.4,0.35,0.23,0.39,0.04,0.352,0.68,0.2,0.86,0.45,0.09,0.47,0.338,0.356,0.41,0.34,0.58,0.266842672,0.501628571,0.02,0.04,0.08,0.08,0.322378465,0.14,0.56,0.28,0.67,0.08,0.411463737,0.11,0.35,0.2,0.58,0.94,0.95,0.89,0.502,0.470825243,0.01,0.11,0.02,0.45,0.49,0.56,0.56,0.43,0.41,0.43,0.39,0.76,0.12,0.22,0.61,0.67,0.3,0.82,0.05,0.2,0.88,0.76,0.34,0.13,0.01,0.19,0.21885208,0.89,0.44,0.54,0.68,0.41,0.34,0.75,0.7,0.57,0.01,0.35,0.03
New Jersey,-74.2609903,40.7489277,South Orange,0.01,0.71,0.36,0.65,0.21,0.06,0.396790005,0.65,0.288938058,0.41,0.03,0.87,0.73,0.15,0.74,0.49,0.08,0.42,0.87,0.92,0.61,0.12,0.286421984,0.29,0.51,0.01,0.07,0.11,0.15,0.322378465,0.18,0.58,0.15,0.41785323,0.15,0.411463737,0.19,0.75,0.25,0.55,0.83,0.94,0.73,0.54,0.65,0.43,0.11,0.01,0.24,0.31,0.31,0.34,0.2,0.22,0.21,0.21,0.75,0.08,0.32,0.53,0.64,0.16,0.8,0.06,0.29,0.79,0.71,0.29,0.524,0.05,0.32,0.63,0.65,0.62,0.63,0.56,0.35,0.48,0.66,0.53,0.57,0.01,0.48,0.28
New Jersey,-75.0946,39.8676,Bellmawr,0.06,0.46,0.02,0.97,0.05,0.03,0.34,0.47,0.32,0.51,0.02,0.38,0.63,0.04,0.5,0.58,0.18,0.66,0.31,0.3,0.41,0.213,0.29,0.47,0.35,0.08,0.1,0.36,0.56,0.11,0.31,0.53,0.37,0.17,0.48,0.18,0.43,0.42,0.39,0.49,0.65,0.76,0.64,0.33,0.5,0.27,0.14,0.01,0.326,0.03,0.12,0.19,0.172,0.01,0.02,0.03,0.89,0.07,0.24,0.51,0.58,0.34,0.69,0.13,0.42,0.94,0.64,0.29,0.35,0.1,0.1,0.19,0.32,0.19,0.41,0.51,0.1,0.52,0.87,0.85,0.83,0.01,0.35,0.03
New Jersey,-75.4985,39.6285,Pennsville,0.01,0.41,0.01,0.98,0.05,0.01,0.45,0.44,0.3,0.45,0.02,0.44,0.53,0.29,0.54,0.53,0.18,0.74,0.36,0.35,0.35,0.05,0.51,0.25,0.3,0.01,0.15,0.3,0.41,0.14,0.18,0.52,0.59,0.22,0.51,0.24,0.42,0.33,0.4,0.45,0.72,0.79,0.66,0.67,0.53,0.09,0.1,0.01,0.326,0.14,0.12,0.13,0.172,0.02,0.01,0.01,0.95,0.05,0.15,0.46,0.51,0.28,0.77,0.05,0.4,0.88,0.72,0.59,0.42,0.14,0.23,0.18,0.4,0.49,0.590430622,0.4,0.05,0.6,0.77,0.89,0.82,0.07,0.05,0.04
New Jersey,-74.2643,41.0132,Oakland,0.16,0.66,0.02,0.95,0.14,0.05,0.38,0.39,0.28,0.25,0.02,0.85,0.87,0.15,0.78,0.29,0.05,0.37,0.63,0.62,0.64,0.21,0.38,0.266842672,0.59,0.08,0.02,0.18,0.18,0.59,0.13,0.7,0.37,0.44,0.18,0.66,0.16,0.38,0.18,0.57,0.91,0.99,0.86,0.41,0.5,0.28,0.05,0.01,0.33,0.31,0.31,0.27,0.22,0.17,0.16,0.13,0.8,0.04,0.24,0.68,0.65,0.62,0.94,0.05,0.497476611,0.92,0.94,0.4,0.42,0.01,0.24,0.56,0.99,0.6,0.61,0.79,0.27,0.55,0.79,0.76,0.74,0.02,0.12,0.01
New Jersey,-74.2765,40.9254,Wayne,0.06,0.61,0.02,0.93,0.19,0.06,0.41,0.43,0.33,0.41,0.07,0.78,0.74,0.24,0.77,0.45,0.09,0.44,0.69,0.67,0.31,0.12,0.62,0.33,0.6,0.01,0.04,0.2,0.23,0.58,0.2,0.6,0.44,0.42,0.19,0.65,0.16,0.42,0.19,0.54,0.91,0.9,0.79,0.21,0.37,0.29,0.04,0.03,0.17,0.23,0.25,0.28,0.13,0.15,0.15,0.15,0.75,0.1,0.24,0.6,0.64,0.26,0.89,0.04,0.24,0.89,0.84,0.57,0.48,0.02,0.12,0.65,0.67,0.52,0.57,0.5,0.32,0.64,0.77,0.71,0.82,0.07,0.16,0.05
New Jersey,-74.1599,40.8223,Nutley,0.03,0.39,0.03,0.89,0.29,0.06,0.28,0.38,0.24,0.59,0.04,0.52,0.59,0.17,0.68,0.58,0.13,0.54,0.5,0.49,0.52,0.39,0.35,0.45,0.52,0.01,0.12,0.27,0.34,0.45,0.3,0.53,0.46,0.39,0.25,0.56,0.27,0.44,0.27,0.49,0.82,0.9,0.64,0.28,0.42,0.29,0.04,0.02,0.36,0.36,0.39,0.42,0.27,0.23,0.23,0.23,0.75,0.15,0.2,0.43,0.56,0.18,0.7,0.06,0.51,0.88,0.61,0.53,0.15,0.03,0.03,0.48,0.57,0.37,0.58,0.9,0.31,0.74,0.84,0.79,0.82,0.01,0.67,0.12
New Jersey,-74.15,40.7937,Belleville,0.04,0.39,0.07,0.79,0.37,0.19,0.3,0.48,0.28,0.5,0.05,0.44,0.64,0.15,0.53,0.53,0.19,0.54,0.4,0.4,0.35,0.23,0.35,0.43,0.51,0.02,0.12,0.37,0.5,0.26,0.3,0.56,0.43,0.32,0.41,0.36,0.35,0.51,0.36,0.49,0.68,0.75,0.6,0.45,0.4,0.01,0.2,0.03,0.18,0.32,0.37,0.41,0.2,0.3,0.31,0.32,0.56,0.27,0.26,0.43,0.56,0.32,0.48,0.19,0.67,0.82,0.42,0.37,0.23,0.07,0.31,0.41,0.52,0.37,0.66,0.81,0.45,0.72,0.77,0.8,0.84,0.01,0.86,0.2
New Jersey,-74.0326,40.9912,Westwood,0.01,0.39,0.13,0.84,0.21,0.06,0.26,0.4,0.23,0.53,0.02,0.58,0.57,0.22,0.71,0.58,0.19,0.53,0.54,0.54,0.42,0.32,0.39,0.266842672,0.59,0.01,0.05,0.25,0.28,0.47,0.18,0.6,0.33,0.4,0.19,0.57,0.28,0.43,0.34,0.49,0.8,0.93,0.8,0.27,0.39,0.23,0.13,0.01,0.18,0.28,0.37,0.32,0.15,0.2,0.24,0.19,0.74,0.1,0.21,0.42,0.62,0.11,0.68,0.05,0.44,0.86,0.56,0.12,0.33,0.01,0.245,0.57,0.75,0.7,0.58,0.86,0.35,0.47,0.77,0.8,0.7,0.063,0.38,0.04
New Jersey,-74.8649,40.0712,Burlington,0.19,0.52,0.089946809,0.61,0.16,0.07,0.33,0.49,0.31,0.4,0.02,0.46,0.74,0.32,0.45,0.39,0.26,0.59,0.37,0.38,0.38,0.27,0.19,0.33,0.33,0.18,0.12,0.3,0.37,0.23,0.25,0.62,0.42,0.29,0.45,0.3,0.52,0.45,0.46,0.49,0.55,0.72,0.67,0.54,0.69,0.01,0.139435897,0.01,0.29,0.29,0.35,0.42,0.11,0.1,0.1,0.12,0.86,0.08,0.23,0.48,0.61,0.3,0.59,0.15,0.53,0.83,0.52,0.44,0.5,0.13,0.16,0.27,0.41,0.3,0.47,0.57,0.16,0.57,0.62,0.76,0.78,0.04,0.08,0.18
New Jersey,-74.1243,40.812,Lyndhurst,0.01,0.39,0.01,0.95,0.16,0.08,0.3,0.41,0.26,0.66,0.03,0.48,0.51,0.12,0.6,0.71,0.2,0.66,0.43,0.42,0.49,0.47,0.29,0.54,0.64,0.01,0.09,0.42,0.52,0.23,0.25,0.49,0.42,0.22,0.4,0.39,0.27,0.44,0.27,0.46,0.75,0.84,0.67,0.24,0.4,0.24,0.08,0.01,0.21,0.25,0.26,0.26,0.17,0.17,0.17,0.15,0.71,0.15,0.19,0.43,0.51,0.3,0.61,0.09,0.54,0.7,0.56,0.56,0.17,0.01,0.26,0.46,0.53,0.28,0.47,0.5,0.33,0.75,0.95,0.8,0.85,0.01,0.33,0.07
New Jersey,-74.0238,40.7795,Union City,0.08,0.52,0.1,0.62,0.13,0.12,0.4,0.55,0.35,0.31,0.09,0.23,0.57,0.15,0.24,0.35,0.64,0.24,0.2,0.2,0.28,0.27,0.31,0.31,0.36,0.1,0.103789474,0.281034304,0.88,0.15,0.74,0.47,0.352178218,0.13,0.385,0.17,0.62,0.6,0.339902913,0.6,0.36,0.826378788,0.32,0.35,0.29,0.07,0.139435897,0.018163265,0.34,0.42,0.48,0.57,0.172,0.169,0.169,0.167,0.809,0.127,0.42,0.57,0.55,0.61,0.565,0.089206349,0.497476611,0.64,0.549,0.45,0.02,0.08578125,0.245,0.37,0.39,0.56,0.91,0.4,0.198,0.19,0.59,0.67,0.48,0.063,0.219,0.36
New Jersey,-74.386,40.4465,South River,0.01,0.46,0.08,0.91,0.07,0.14,0.32,0.44,0.29,0.57,0.02,0.43,0.49,0.16,0.59,0.67,0.19,0.77,0.38,0.38,0.24,0.213,0.26,0.17,0.36,0.01,0.17,0.7,0.62,0.19,0.34,0.5,0.6,0.19,0.64,0.24,0.24,0.48,0.25,0.5,0.75,0.71,0.83,0.2,0.29,0.37,0.1,0.02,0.45,0.54,0.5,0.53,0.173505263,0.62,0.53,0.51,0.49,0.108605405,0.24,0.51,0.51,0.47,0.67,0.15,0.39,0.88,0.66,0.54,0.23,0.05,0.3,0.35,0.52,0.55,0.49,0.85,0.56,0.65,0.83,0.8,0.74,0.01,0.41,0.11
New Jersey,-74.5403,40.2678,East Windsor,0.02,0.42,0.13,0.8,0.33,0.1,0.38,0.48,0.28,0.19,0.02,0.63,0.83,0.36,0.65,0.22,0.09,0.24,0.55,0.55,0.44,0.19,0.44,0.54,0.5,0.01,0.06,0.1,0.13,0.322378465,0.16,0.76,0.4,0.57,0.18,0.75,0.34,0.39,0.44,0.49,0.82,0.86,0.77,0.31,0.48,0.01,0.15,0.02,0.3,0.45,0.51,0.49,0.22,0.29,0.3,0.26,0.78,0.08,0.15,0.46,0.55,0.32,0.61,0.11,0.61,0.79,0.56,0.54,0.69,0.03,0.05,0.37,0.6,0.43,0.56,0.42,0.31,0.36,0.57,0.41,0.48,0.04,0.12,0.04
New Jersey,-74.0121,40.2204,Asbury Park,0.01,0.33,0.168,0.839381443,0.04,0.17,0.35,0.48,0.29,0.51,0.03,0.15,0.39,0.1,0.25,0.61,0.73,0.39,0.21,0.37,0.22,0.14,0.23,0.27,0.26,0.03,0.103789474,0.38,0.54,0.2,0.82,0.42,0.34,0.49,0.58,0.26,0.322307692,0.405934511,0.339902913,0.6,0.625,0.669,0.589,0.43,0.59,0.06,0.235,0.01,0.36,0.55,0.54,0.59,0.28,0.38,0.34,0.34,0.71,0.17,0.38,0.33,0.59,0.32,0.671754808,0.089206349,0.85,0.56,0.553620951,0.31,0.33,0.08578125,0.13,0.23,0.43,0.81,0.87,0.76,0.33,0.53,0.47,0.74,0.68,0.063,0.274975728,0.099497436
New Jersey,-74.2391,40.7986,West Orange,0.05,0.43,0.11,0.82,0.34,0.08,0.25,0.36,0.21,0.61,0.06,0.63,0.57,0.24,0.67,0.58,0.15,0.5,0.7,0.71,0.55,0.21,0.37,0.52,0.45,0.01,0.1,0.22,0.27,0.61,0.21,0.53,0.26,0.52,0.16,0.64,0.2,0.43,0.27,0.48,0.82,0.91,0.71,0.39,0.45,0.01,0.09,0.04,0.29,0.34,0.38,0.42,0.33,0.34,0.34,0.34,0.68,0.22,0.22,0.45,0.54,0.26,0.69,0.08,0.4,0.92,0.63,0.56,0.29,0.03,0.11,0.53,0.62,0.56,0.54,0.64,0.47,0.61,0.77,0.74,0.72,0.03,0.27,0.12
New Jersey,-74.2693,39.7649,Barnegat,0.04,0.59,0.03,0.96,0.05,0.04,0.44,0.42,0.22,0.46,0.01,0.41,0.53,0.13,0.48,0.51,0.1,0.65,0.27,0.26,0.31,0.24,0.49,0.38,0.43,0.01,0.13,0.2,0.35,0.18,0.32,0.42,0.12,0.39,0.3,0.33,0.26,0.26,0.32,0.6,0.81,0.88,0.73,0.4,0.52,0.2,0.15,0.01,0.2,0.19,0.22,0.22,0.08,0.06,0.07,0.06,0.9,0.03,0.34,0.63,0.59,0.365017824,0.87,0.04,0.31,0.807064677,0.89,0.58,0.79,0.09,0.2,0.27,0.81,0.61,0.84,0.395,0.16,0.7,0.52,0.56,0.75,0.1,0.03,0.04
New Jersey,-74.229,40.8518,Cedar Grove,0.09,0.57,0.04,0.88,0.31,0.04,0.25,0.32,0.2,0.65,0.02,0.72,0.62,0.18,0.82,0.6,0.08,0.68,0.62,0.62,0.16,0.213,0.43,0.05,0.42,0.01,0.06,0.23,0.27,0.5,0.14,0.45,0.32,0.44,0.17,0.64,0.15,0.45,0.23,0.47,0.87,0.88,0.589,0.43,0.43,0.35,0.01,0.01,0.35,0.31,0.32,0.31,0.26,0.2,0.19,0.17,0.78,0.13,0.18,0.5,0.59,0.15,0.82,0.03,0.33,0.97,0.74,0.62,0.35,0.263,0.1,0.56,0.69,0.46,0.52,0.51,0.31,0.69,0.77,0.77,0.82,0.01,0.24,0.16
New Jersey,-75.0246,39.9268,Cherry Hill,0.1,0.53,0.06,0.85,0.38,0.03,0.36,0.36,0.24,0.45,0.11,0.7,0.68,0.2,0.78,0.48,0.1,0.51,0.66,0.67,0.5,0.24,0.43,0.38,0.77,0.02,0.05,0.13,0.19,0.67,0.14,0.56,0.26,0.58,0.11,0.76,0.21,0.35,0.25,0.51,0.88,0.93,0.75,0.36,0.43,0.01,0.05,0.04,0.17,0.21,0.28,0.32,0.11,0.12,0.15,0.16,0.78,0.09,0.22,0.55,0.59,0.24,0.88,0.04,0.25,0.82,0.84,0.69,0.56,0.01,0.06,0.37,0.54,0.47,0.43,0.53,0.28,0.29,0.78,0.7,0.64,0.07,0.24,0.09
New Jersey,-74.4927,40.5726,Middlesex,0.02,0.49,0.03,0.93,0.14,0.06,0.32,0.42,0.25,0.47,0.02,0.59,0.69,0.08,0.64,0.5,0.15,0.68,0.47,0.45,0.46,0.213,0.44,0.34,0.49,0.01,0.06,0.28,0.36,0.31,0.19,0.7,0.51,0.32,0.35,0.45,0.26,0.4,0.33,0.51,0.81,0.9,0.78,0.42,0.55,0.3,0.09,0.01,0.13,0.17,0.3,0.3,0.08,0.1,0.15,0.14,0.77,0.13,0.21,0.55,0.61,0.28,0.79,0.05,0.34,0.87,0.74,0.36,0.38,0.03,0.19,0.4,0.56,0.36,0.65,0.88,0.27,0.68,0.84,0.72,0.86,0.01,0.31,0.06
New Jersey,-74.264121,39.705632,Stafford,0.01,0.42,0.168,0.99,0.04,0.02,0.36,0.33,0.21,0.7,0.08,0.33,0.28,0.21,0.55,0.78,0.24,0.85,0.32,0.3,0.291,0.13,0.317,0.266842672,0.56,0.01,0.19,0.26,0.48,0.18,0.38,0.34,0.1,0.38,0.31,0.31,0.33,0.28,0.37,0.42,0.72,0.72,0.8,0.31,0.48,0.23,0.1,0.01,0.09,0.09,0.1,0.09,0.03,0.02,0.03,0.02,0.88,0.04,0.19,0.45,0.4,0.58,0.81,0.07,0.25,0.734,0.83,0.58,0.73,0.14,0.23,0.32,0.67,0.68,0.590430622,0.9,0.13,0.64,0.64,0.71,0.84,0.042641907,0.02,0.1
New Jersey,-74.7429,40.2171,Trenton,0.13,0.56,0.089946809,0.839381443,0.04,0.072406417,0.41,0.53,0.35,0.41,0.14,0.23,0.5,0.11,0.24,0.56,0.61,0.44,0.2,0.29,0.23,0.16,0.27,0.26,0.27,0.14,0.103789474,0.57,0.74,0.15,0.74,0.37,0.35,0.45,0.54,0.23,0.74,0.405934511,0.7,0.69,0.754306931,0.826378788,0.698671642,0.59,0.61,0.23,0.235,0.04,0.39,0.44,0.53,0.58,0.2,0.2,0.22,0.22,0.63,0.31,0.23765,0.55,0.58,0.53,0.39,0.089206349,0.54,0.66,0.39,0.73,0.524,0.08578125,0.211129469,0.13,0.32,0.52,0.44,0.71,0.22,0.64,0.67,0.84,0.78,0.02,0.274975728,0.099497436
New Jersey,-74.0399,40.9287,River Edge,0.26,0.41,0.01,0.86,0.52,0.06,0.24,0.3,0.17,0.64,0.02,0.67,0.52,0.37,0.83,0.65,0.07,0.69,0.62,0.61,0.67,0.213,0.41,0.51,0.93,0.19,0.05,0.18,0.22,0.64,0.13,0.58,0.27,0.6,0.16,0.7,0.14,0.34,0.2,0.45,0.93,0.97,0.81,0.36,0.47,0.34,0.02,0.01,0.33,0.29,0.35,0.35,0.39,0.3,0.33,0.3,0.68,0.17,0.17,0.45,0.53,0.22,0.76,0.08,0.37,0.96,0.69,0.24,0.19,0.263,0.211129469,0.59,0.71,0.59,0.59,0.395,0.5,0.38,0.88,0.79,0.7,0.063,0.47,0.03
New Jersey,-75.1822,39.7818,Mantua,0.09,0.57,0.03,0.97,0.03,0.02,0.36,0.44,0.26,0.34,0.01,0.51,0.65,0.201562189,0.52,0.44,0.14,0.6,0.42,0.4,0.47,0.1,0.39,0.03,0.7,0.17,0.07,0.19,0.38,0.28,0.15,0.58,0.42,0.4,0.37,0.43,0.3,0.34,0.26,0.57,0.82,0.87,0.77,0.41,0.43,0.27,0.09,0.01,0.06,0.27,0.22,0.35,0.01,0.03,0.02,0.03,0.97,0.03,0.31,0.63,0.6,0.57,0.92,0.06,0.25,0.85,0.92,0.36,0.4,0.05,0.245,0.21,0.41,0.42,0.5,0.49,0.05,0.57,0.78,0.72,0.75,0.04,0.05,0.07
New Jersey,-74.2738,40.2601,Freehold,0.02,0.62,0.09,0.86,0.26,0.06,0.44,0.49,0.33,0.28,0.03,0.78,0.82,0.201562189,0.71,0.31,0.14,0.44,0.58,0.58,0.29,0.45,0.47,0.266842672,0.69,0.01,0.03,0.18,0.23,0.55,0.15,0.61,0.3,0.45,0.15,0.64,0.23,0.46,0.23,0.58,0.89,0.91,0.82,0.2,0.41,0.24,0.06,0.01,0.21,0.23,0.23,0.28,0.13,0.12,0.12,0.13,0.81,0.06,0.27,0.6,0.64,0.32,0.87,0.04,0.35,0.8,0.83,0.52,0.75,0.263,0.18,0.53,0.7,0.55,0.63,0.46,0.26,0.44,0.6,0.49,0.59,0.11,0.05,0.04
New Jersey,-74.6049,40.594,Bridgewater,0.04,0.56,0.03,0.89,0.31,0.04,0.34,0.42,0.27,0.31,0.05,0.85,0.85,0.18,0.81,0.34,0.1,0.43,0.72,0.7,0.44,0.36,0.62,0.23,0.57,0.02,0.03,0.16,0.17,0.67,0.1,0.75,0.39,0.43,0.2,0.71,0.18,0.39,0.2,0.51,0.92,0.91,0.76,0.51,0.66,0.01,0.1,0.02,0.2,0.31,0.35,0.33,0.14,0.2,0.2,0.18,0.78,0.12,0.22,0.59,0.59,0.44,0.87,0.05,0.2,0.86,0.86,0.65,0.56,0.03,0.11,0.6,0.89,0.37,0.49,0.32,0.31,0.56,0.7,0.58,0.69,0.09,0.08,0.04
